"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"KOTAKBANK","EQ","20-Sep-2017","       1034.35","       1034.50","       1036.95","       1020.25","       1022.25","       1023.20","       1027.75","    1971092","          2025790307.95","      41686","    1536839","         77.97"
"KOTAKBANK","EQ","21-Sep-2017","       1023.20","       1022.00","       1037.00","       1020.00","       1027.25","       1029.15","       1028.93","     923961","           950692576.00","      54025","     352942","         38.20"
"KOTAKBANK","EQ","22-Sep-2017","       1029.15","       1024.75","       1031.00","       1019.00","       1021.30","       1021.90","       1025.90","    1845956","          1893770385.00","      53890","    1403610","         76.04"
"KOTAKBANK","EQ","25-Sep-2017","       1021.90","       1021.00","       1021.70","        995.00","       1001.00","        999.50","       1001.22","    1856601","          1858868822.30","      74067","    1232896","         66.41"
"KOTAKBANK","EQ","26-Sep-2017","        999.50","       1001.00","       1007.50","        990.40","        993.50","        994.00","        995.82","    1337633","          1332044794.50","      28847","     874642","         65.39"
"KOTAKBANK","EQ","27-Sep-2017","        994.00","        997.50","       1005.05","        977.00","        979.60","        979.60","        985.74","    2040885","          2011783002.80","      33754","    1378523","         67.55"
"KOTAKBANK","EQ","28-Sep-2017","        979.60","        982.50","       1014.60","        968.00","       1006.10","       1005.25","        995.48","    5808078","          5781802994.65","      57895","    3730462","         64.23"
"KOTAKBANK","EQ","29-Sep-2017","       1005.25","       1014.00","       1015.00","        998.40","       1001.10","       1002.25","       1006.91","    1660433","          1671904632.90","      60404","    1120898","         67.51"
"KOTAKBANK","EQ","03-Oct-2017","       1002.25","       1006.10","       1010.00","        995.15","       1006.60","       1006.55","       1001.10","    2133107","          2135447936.20","      89519","    1617953","         75.85"
"KOTAKBANK","EQ","04-Oct-2017","       1006.55","       1008.60","       1037.20","       1008.60","       1028.85","       1029.45","       1021.21","    2255784","          2303636448.00","      47523","    1452336","         64.38"
"KOTAKBANK","EQ","05-Oct-2017","       1029.45","       1029.00","       1037.25","       1020.25","       1032.80","       1032.80","       1033.10","    1396989","          1443233050.10","      40921","     859041","         61.49"
"KOTAKBANK","EQ","06-Oct-2017","       1032.80","       1032.00","       1043.15","       1028.65","       1038.20","       1039.50","       1038.57","    1065953","          1107061486.35","      30889","     696147","         65.31"
"KOTAKBANK","EQ","09-Oct-2017","       1039.50","       1037.10","       1053.80","       1035.10","       1050.00","       1049.95","       1047.45","    1546184","          1619548706.30","      40045","    1121171","         72.51"
"KOTAKBANK","EQ","10-Oct-2017","       1049.95","       1052.95","       1061.00","       1044.40","       1052.90","       1055.65","       1053.67","    1602617","          1688626237.30","      31262","    1075202","         67.09"
"KOTAKBANK","EQ","11-Oct-2017","       1055.65","       1056.75","       1057.15","       1038.20","       1038.60","       1043.85","       1046.52","    1329360","          1391199289.85","      26795","     868749","         65.35"
"KOTAKBANK","EQ","12-Oct-2017","       1043.85","       1043.30","       1062.50","       1038.00","       1054.60","       1057.60","       1047.06","    1176721","          1232100750.10","      27288","     550195","         46.76"
"KOTAKBANK","EQ","13-Oct-2017","       1057.60","       1058.00","       1088.80","       1052.50","       1079.00","       1082.35","       1072.52","    1755115","          1882392638.65","      52912","     810407","         46.17"
"KOTAKBANK","EQ","16-Oct-2017","       1082.35","       1082.35","       1098.70","       1077.90","       1085.00","       1082.50","       1088.10","    2574204","          2801001463.80","      47425","    1600526","         62.18"
"KOTAKBANK","EQ","17-Oct-2017","       1082.50","       1082.50","       1087.50","       1072.10","       1077.45","       1078.60","       1080.97","    1678738","          1814672273.55","      40358","    1276853","         76.06"
"KOTAKBANK","EQ","18-Oct-2017","       1078.60","       1079.00","       1115.05","       1077.50","       1097.15","       1095.90","       1094.02","    2753994","          3012913712.25","      39468","    1927537","         69.99"
"KOTAKBANK","EQ","19-Oct-2017","       1095.90","       1094.00","       1094.00","       1070.60","       1075.70","       1077.75","       1087.32","     277916","           302182874.30","       3388","     131706","         47.39"
"KOTAKBANK","EQ","23-Oct-2017","       1077.75","       1080.00","       1082.85","       1058.05","       1070.00","       1061.55","       1067.71","    1939538","          2070867834.95","      51667","    1124284","         57.97"
"KOTAKBANK","EQ","24-Oct-2017","       1061.55","       1070.45","       1076.40","       1059.00","       1068.05","       1065.70","       1064.73","    1305472","          1389976908.00","      40840","     928271","         71.11"
"KOTAKBANK","EQ","25-Oct-2017","       1065.70","       1071.50","       1075.00","        998.50","       1016.00","       1010.55","       1019.52","    8250123","          8411134088.75","     157704","    3936683","         47.72"
"KOTAKBANK","EQ","26-Oct-2017","       1010.55","       1021.40","       1025.55","        985.15","       1017.75","       1018.90","       1014.47","    3679909","          3733160782.35","      88480","    1996816","         54.26"
"KOTAKBANK","EQ","27-Oct-2017","       1018.90","       1023.50","       1045.00","       1022.95","       1029.00","       1029.00","       1036.92","    2640498","          2737987740.95","      43745","    1555700","         58.92"
"KOTAKBANK","EQ","30-Oct-2017","       1029.00","       1028.00","       1034.00","       1020.50","       1028.70","       1028.90","       1026.75","    1563715","          1605542386.95","      41333","    1083712","         69.30"
"KOTAKBANK","EQ","31-Oct-2017","       1028.90","       1031.00","       1035.00","       1022.05","       1026.75","       1025.05","       1026.57","     973983","           999858777.15","      50246","     589332","         60.51"
"KOTAKBANK","EQ","01-Nov-2017","       1025.05","       1032.00","       1037.00","       1017.55","       1023.80","       1024.35","       1025.27","    1657437","          1699323615.20","      52236","    1155146","         69.69"
"KOTAKBANK","EQ","02-Nov-2017","       1024.35","       1023.00","       1033.40","       1017.50","       1017.50","       1019.55","       1022.13","    1287575","          1316073661.90","      20280","     918650","         71.35"
"KOTAKBANK","EQ","03-Nov-2017","       1019.55","       1027.40","       1027.40","       1008.65","       1014.50","       1015.50","       1013.95","    2942419","          2983451760.75","      55589","    2303221","         78.28"
"KOTAKBANK","EQ","06-Nov-2017","       1015.50","       1015.00","       1019.00","        999.50","       1012.35","       1009.75","       1006.98","    2793501","          2812992308.30","      77329","    2153570","         77.09"
"KOTAKBANK","EQ","07-Nov-2017","       1009.75","       1011.00","       1025.90","       1007.80","       1010.00","       1013.30","       1016.85","    1850889","          1882067946.20","      50385","    1348160","         72.84"
"KOTAKBANK","EQ","08-Nov-2017","       1013.30","       1013.30","       1021.00","       1007.00","       1010.00","       1011.40","       1013.67","    1451235","          1471072064.05","      45404","     879955","         60.63"
"KOTAKBANK","EQ","09-Nov-2017","       1011.40","       1011.40","       1015.00","       1002.60","       1005.10","       1005.35","       1008.08","    1648408","          1661719464.40","      57092","    1269692","         77.03"
"KOTAKBANK","EQ","10-Nov-2017","       1005.35","       1001.10","       1008.75","        990.00","        990.10","        993.40","        996.32","    1853829","          1847013036.90","      73653","    1391614","         75.07"
"KOTAKBANK","EQ","13-Nov-2017","        993.40","        990.00","        999.00","        982.55","        996.70","        994.70","        991.16","    2132408","          2113560177.05","      36889","    1620415","         75.99"
"KOTAKBANK","EQ","14-Nov-2017","        994.70","        994.00","       1003.20","        992.50","       1000.00","        999.20","        998.98","    1373565","          1372158029.85","      44410","    1029416","         74.94"
"KOTAKBANK","EQ","15-Nov-2017","        999.20","        998.00","       1014.40","        997.85","       1009.50","       1011.50","       1004.58","    1333954","          1340059306.80","      40128","     905557","         67.89"
"KOTAKBANK","EQ","16-Nov-2017","       1011.50","       1010.00","       1026.45","       1008.05","       1018.00","       1017.45","       1018.83","    1307144","          1331754362.10","      34274","     786601","         60.18"
"KOTAKBANK","EQ","17-Nov-2017","       1017.45","       1027.50","       1030.00","       1014.35","       1021.85","       1023.20","       1023.62","    1842633","          1886148089.00","      41185","    1288247","         69.91"
"KOTAKBANK","EQ","20-Nov-2017","       1023.20","       1023.20","       1041.90","       1016.85","       1040.60","       1040.55","       1035.62","    1248427","          1292895258.40","      33990","     822376","         65.87"
"KOTAKBANK","EQ","21-Nov-2017","       1040.55","       1042.30","       1050.00","       1027.25","       1029.50","       1029.85","       1042.14","    2439933","          2542746418.30","      33727","    2069367","         84.81"
"KOTAKBANK","EQ","22-Nov-2017","       1029.85","       1032.50","       1035.30","       1019.10","       1026.30","       1026.25","       1025.23","    1545476","          1584465286.25","      24981","    1203553","         77.88"
"KOTAKBANK","EQ","23-Nov-2017","       1026.25","       1031.70","       1031.70","       1016.35","       1022.00","       1022.10","       1022.69","    1233925","          1261919643.70","      28772","     889826","         72.11"
"KOTAKBANK","EQ","24-Nov-2017","       1022.10","       1025.00","       1036.50","       1020.95","       1029.10","       1030.35","       1028.62","    1176564","          1210232120.35","      25595","     890238","         75.66"
"KOTAKBANK","EQ","27-Nov-2017","       1030.35","       1029.90","       1041.70","       1023.50","       1039.65","       1036.45","       1030.13","     970817","          1000068330.40","      23113","     734901","         75.70"
"KOTAKBANK","EQ","28-Nov-2017","       1036.45","       1036.00","       1040.00","       1026.10","       1027.00","       1029.85","       1033.61","     734677","           759369041.25","      34230","     457954","         62.33"
"KOTAKBANK","EQ","29-Nov-2017","       1029.85","       1028.90","       1032.85","       1022.00","       1025.50","       1026.25","       1028.95","    1414642","          1455599202.85","      27680","    1092931","         77.26"
"KOTAKBANK","EQ","30-Nov-2017","       1026.25","       1019.10","       1020.40","        996.15","       1000.55","       1000.30","       1005.83","    2800528","          2816846199.35","      53695","    1933333","         69.03"
"KOTAKBANK","EQ","01-Dec-2017","       1000.30","       1003.00","       1011.75","       1001.15","       1006.00","       1005.15","       1006.04","    2879595","          2897000462.60","      28885","    2305249","         80.05"
"KOTAKBANK","EQ","04-Dec-2017","       1005.15","       1006.00","       1011.00","        992.50","        999.50","        997.95","        999.62","    2224349","          2223492781.30","      39380","    1732549","         77.89"
"KOTAKBANK","EQ","05-Dec-2017","        997.95","        998.50","       1005.15","        995.15","       1005.00","        999.85","        999.42","    1823641","          1822583709.90","      52862","    1259254","         69.05"
"KOTAKBANK","EQ","06-Dec-2017","        999.85","       1000.00","       1010.55","        996.30","       1001.80","        999.65","       1001.36","    1775461","          1777867369.45","      34715","    1142218","         64.33"
"KOTAKBANK","EQ","07-Dec-2017","        999.65","       1003.00","       1006.00","        994.15","       1006.00","       1001.60","       1000.42","    1027520","          1027952379.55","      30115","     616459","         59.99"
"KOTAKBANK","EQ","08-Dec-2017","       1001.60","       1006.80","       1012.00","       1003.00","       1010.40","       1009.00","       1007.41","    1884560","          1898524833.80","      24079","    1532461","         81.32"
"KOTAKBANK","EQ","11-Dec-2017","       1009.00","       1009.00","       1011.40","       1002.05","       1006.25","       1008.50","       1007.19","    1084771","          1092566082.85","      31014","     735628","         67.81"
"KOTAKBANK","EQ","12-Dec-2017","       1008.50","       1005.00","       1006.90","        997.70","       1001.40","       1000.40","       1001.98","    1826210","          1829817671.20","      36494","    1474195","         80.72"
"KOTAKBANK","EQ","13-Dec-2017","       1000.40","       1006.00","       1027.00","        993.05","       1015.00","       1014.90","       1016.25","    2855676","          2902072019.10","      53298","    1907909","         66.81"
"KOTAKBANK","EQ","14-Dec-2017","       1014.90","       1017.00","       1027.05","       1007.90","       1023.05","       1024.65","       1017.90","    1461190","          1487343014.75","      36955","     977490","         66.90"
"KOTAKBANK","EQ","15-Dec-2017","       1024.65","       1032.50","       1037.00","       1020.50","       1034.90","       1030.10","       1029.87","    9518612","          9802963919.00","      82160","    8275918","         86.94"
"KOTAKBANK","EQ","18-Dec-2017","       1030.10","       1028.90","       1038.00","        999.60","       1027.20","       1023.20","       1023.80","    1989303","          2036652695.00","      61561","    1035968","         52.08"
"KOTAKBANK","EQ","19-Dec-2017","       1023.20","       1024.90","       1028.25","       1012.50","       1021.00","       1021.35","       1018.90","    1032586","          1052097014.15","      53186","     618253","         59.87"
"KOTAKBANK","EQ","20-Dec-2017","       1021.35","       1021.35","       1022.10","       1008.35","       1012.15","       1012.70","       1012.80","    1980327","          2005679225.55","      53924","    1410625","         71.23"
"KOTAKBANK","EQ","21-Dec-2017","       1012.70","       1010.05","       1015.00","       1006.80","       1012.60","       1010.55","       1010.26","    2154856","          2176966598.25","      39450","    1839360","         85.36"
"KOTAKBANK","EQ","22-Dec-2017","       1010.55","       1014.00","       1014.50","       1006.20","       1009.00","       1010.05","       1009.99","    1012136","          1022247826.20","      24638","     748133","         73.92"
"KOTAKBANK","EQ","26-Dec-2017","       1010.05","       1009.90","       1020.70","       1007.05","       1014.50","       1016.25","       1013.19","    1632043","          1653567443.55","      30296","    1131238","         69.31"
"KOTAKBANK","EQ","27-Dec-2017","       1016.25","       1016.70","       1022.00","       1010.15","       1010.20","       1014.05","       1017.22","     560946","           570603231.50","      28069","     307191","         54.76"
"KOTAKBANK","EQ","28-Dec-2017","       1014.05","       1013.00","       1014.70","       1002.60","       1006.00","       1004.75","       1008.01","    1035750","          1044050336.10","      34521","     731686","         70.64"
"KOTAKBANK","EQ","29-Dec-2017","       1004.75","       1003.25","       1012.00","       1002.50","       1009.50","       1010.20","       1008.19","    1190422","          1200166221.05","      32562","     877408","         73.71"
"KOTAKBANK","EQ","01-Jan-2018","       1010.20","       1011.85","       1012.20","        996.80","        998.15","        999.95","       1003.47","    1317415","          1321989672.80","      17197","     820454","         62.28"
"KOTAKBANK","EQ","02-Jan-2018","        999.95","       1001.00","       1006.00","        992.50","       1001.75","       1003.20","        998.40","    1072207","          1070487339.70","      29908","     676564","         63.10"
"KOTAKBANK","EQ","03-Jan-2018","       1003.20","       1002.60","       1006.90","        998.10","        998.50","       1000.10","       1001.44","     884021","           885291530.75","      28080","     584835","         66.16"
"KOTAKBANK","EQ","04-Jan-2018","       1000.10","       1001.00","       1002.90","        996.10","       1001.95","       1000.40","        999.94","     783950","           783903037.45","      28914","     499161","         63.67"
"KOTAKBANK","EQ","05-Jan-2018","       1000.40","       1002.50","       1006.70","        996.60","       1003.00","       1003.05","       1002.76","    2147402","          2153337341.45","      34011","    1643775","         76.55"
"KOTAKBANK","EQ","08-Jan-2018","       1003.05","       1008.85","       1013.10","       1003.70","       1005.55","       1006.10","       1008.87","    1780412","          1796200865.75","      56302","    1332255","         74.83"
"KOTAKBANK","EQ","09-Jan-2018","       1006.10","       1010.00","       1020.65","        996.00","       1009.80","       1009.75","       1010.12","    1242106","          1254678980.00","      29554","     821613","         66.15"
"KOTAKBANK","EQ","10-Jan-2018","       1009.75","       1007.60","       1009.45","       1000.10","       1002.00","       1002.25","       1003.02","     676881","           678927154.45","      32707","     420218","         62.08"
"KOTAKBANK","EQ","11-Jan-2018","       1002.25","       1003.70","       1021.00","       1001.05","       1017.80","       1017.65","       1014.35","    2077832","          2107647006.40","      42890","    1517964","         73.06"
"KOTAKBANK","EQ","12-Jan-2018","       1017.65","       1022.50","       1025.90","       1016.10","       1017.50","       1023.35","       1021.60","    2320796","          2370929838.95","      24922","    1822590","         78.53"
"KOTAKBANK","EQ","15-Jan-2018","       1023.35","       1025.00","       1041.40","       1020.35","       1038.00","       1038.35","       1031.37","    3511372","          3621527775.90","      67273","    2524866","         71.91"
"KOTAKBANK","EQ","16-Jan-2018","       1038.35","       1043.55","       1044.00","       1027.50","       1030.00","       1033.25","       1035.28","    1158187","          1199043882.45","      55173","     633903","         54.73"
"KOTAKBANK","EQ","17-Jan-2018","       1033.25","       1028.05","       1034.15","       1021.80","       1030.00","       1027.10","       1027.28","    1603465","          1647205554.80","      55571","     550445","         34.33"
"KOTAKBANK","EQ","18-Jan-2018","       1027.10","       1033.00","       1050.80","       1031.40","       1047.05","       1046.50","       1040.89","    3648214","          3797385245.50","      65386","    2429564","         66.60"
"KOTAKBANK","EQ","19-Jan-2018","       1046.50","       1052.70","       1063.90","       1043.05","       1058.00","       1060.55","       1053.88","    4304314","          4536229738.60","      78558","    2385265","         55.42"
"KOTAKBANK","EQ","22-Jan-2018","       1060.55","       1061.00","       1078.20","       1044.00","       1073.35","       1074.10","       1072.67","    3189930","          3421741430.15","      66378","    2338400","         73.31"
"KOTAKBANK","EQ","23-Jan-2018","       1074.10","       1076.95","       1083.75","       1070.25","       1070.95","       1075.45","       1077.73","    2458463","          2649552917.95","      40843","    1856990","         75.53"
"KOTAKBANK","EQ","24-Jan-2018","       1075.45","       1071.25","       1084.00","       1070.95","       1081.70","       1080.10","       1078.98","    1168000","          1260251269.45","      40173","     865151","         74.07"
"KOTAKBANK","EQ","25-Jan-2018","       1080.10","       1076.00","       1098.00","       1050.10","       1092.40","       1092.35","       1089.72","    4061319","          4425686560.90","      61984","    2483771","         61.16"
"KOTAKBANK","EQ","29-Jan-2018","       1092.35","       1092.00","       1119.50","       1091.00","       1112.80","       1115.10","       1113.12","    2215014","          2465587252.65","      61658","    1450105","         65.47"
"KOTAKBANK","EQ","30-Jan-2018","       1115.10","       1113.05","       1118.00","       1083.95","       1085.80","       1088.05","       1097.59","    2692935","          2955751534.35","      58135","    2128870","         79.05"
"KOTAKBANK","EQ","31-Jan-2018","       1088.05","       1084.00","       1113.20","       1083.15","       1109.00","       1108.95","       1102.40","    3143011","          3464840194.05","      82552","    2399348","         76.34"
"KOTAKBANK","EQ","01-Feb-2018","       1108.95","       1105.10","       1131.00","       1105.10","       1120.55","       1120.95","       1121.41","    3856283","          4324478950.35","      69029","    2852508","         73.97"
"KOTAKBANK","EQ","02-Feb-2018","       1120.95","       1115.00","       1115.00","       1077.95","       1082.25","       1085.95","       1088.68","    2281820","          2484182048.40","      56758","    1364587","         59.80"
"KOTAKBANK","EQ","05-Feb-2018","       1085.95","       1075.00","       1081.05","       1050.80","       1063.00","       1062.25","       1065.83","    2370531","          2526581193.35","      48009","    1673998","         70.62"
"KOTAKBANK","EQ","06-Feb-2018","       1062.25","       1035.65","       1049.40","       1018.20","       1036.75","       1033.80","       1028.36","    3334520","          3429102109.80","      67525","    2218045","         66.52"
"KOTAKBANK","EQ","07-Feb-2018","       1033.80","       1037.00","       1050.00","       1031.00","       1033.00","       1036.30","       1039.66","    3536295","          3676529867.70","      50403","    2911129","         82.32"
"KOTAKBANK","EQ","08-Feb-2018","       1036.30","       1036.30","       1056.00","       1030.60","       1049.30","       1051.75","       1047.89","    1839297","          1927384410.95","      73057","    1267310","         68.90"
"KOTAKBANK","EQ","09-Feb-2018","       1051.75","       1040.00","       1045.50","       1028.00","       1036.00","       1032.00","       1034.49","    1898563","          1964052712.90","      37211","    1246972","         65.68"
"KOTAKBANK","EQ","12-Feb-2018","       1032.00","       1037.50","       1046.00","       1032.65","       1042.75","       1042.95","       1038.25","     772861","           802424084.75","      27842","     398995","         51.63"
"KOTAKBANK","EQ","14-Feb-2018","       1042.95","       1050.00","       1052.35","       1036.80","       1038.90","       1042.45","       1044.78","    1187333","          1240504600.05","      43159","     749302","         63.11"
"KOTAKBANK","EQ","15-Feb-2018","       1042.45","       1043.50","       1047.50","       1033.00","       1043.75","       1042.15","       1040.93","     908706","           945903241.85","      39452","     531965","         58.54"
"KOTAKBANK","EQ","16-Feb-2018","       1042.15","       1043.00","       1062.00","       1040.85","       1052.00","       1050.20","       1053.48","    1655606","          1744152912.50","      30876","     969399","         58.55"
"KOTAKBANK","EQ","19-Feb-2018","       1050.20","       1059.00","       1059.00","       1046.55","       1055.00","       1056.20","       1054.03","    1188168","          1252368115.60","      45338","     581060","         48.90"
"KOTAKBANK","EQ","20-Feb-2018","       1056.20","       1056.20","       1065.40","       1041.70","       1041.75","       1045.80","       1053.25","     835351","           879836569.15","      34929","     406161","         48.62"
"KOTAKBANK","EQ","21-Feb-2018","       1045.80","       1047.70","       1060.80","       1042.55","       1055.00","       1055.05","       1055.09","    3572028","          3768807500.25","      27493","    3138496","         87.86"
"KOTAKBANK","EQ","22-Feb-2018","       1055.05","       1052.50","       1077.50","       1050.65","       1072.00","       1072.50","       1068.79","    5142330","          5496093508.55","      58860","    3578103","         69.58"
"KOTAKBANK","EQ","23-Feb-2018","       1072.50","       1072.50","       1083.30","       1072.45","       1082.10","       1080.85","       1077.97","    2272854","          2450076729.80","      31112","    1845405","         81.19"
"KOTAKBANK","EQ","26-Feb-2018","       1080.85","       1081.00","       1109.60","       1081.00","       1105.00","       1105.15","       1099.18","    1817998","          1998301671.70","      56339","    1122818","         61.76"
"KOTAKBANK","EQ","27-Feb-2018","       1105.15","       1105.00","       1105.00","       1088.10","       1093.45","       1093.05","       1096.22","    1034120","          1133627970.60","      31649","     618729","         59.83"
"KOTAKBANK","EQ","28-Feb-2018","       1093.05","       1090.00","       1095.20","       1084.55","       1088.00","       1090.55","       1089.89","     886902","           966622782.20","      29314","     461624","         52.05"
"KOTAKBANK","EQ","01-Mar-2018","       1090.55","       1088.10","       1103.75","       1086.00","       1095.00","       1095.70","       1095.53","    1480594","          1622035099.65","      33342","    1077544","         72.78"
"KOTAKBANK","EQ","05-Mar-2018","       1095.70","       1090.00","       1103.85","       1080.80","       1097.80","       1100.00","       1095.04","    2409121","          2638085042.50","      44783","    1701305","         70.62"
"KOTAKBANK","EQ","06-Mar-2018","       1100.00","       1105.00","       1105.95","       1075.30","       1079.65","       1082.45","       1097.09","    2404151","          2637570368.85","      43072","    1856646","         77.23"
"KOTAKBANK","EQ","07-Mar-2018","       1082.45","       1082.20","       1097.60","       1073.30","       1088.05","       1085.10","       1085.89","    2965912","          3220644670.50","      47954","    2312256","         77.96"
"KOTAKBANK","EQ","08-Mar-2018","       1085.10","       1088.70","       1093.10","       1074.30","       1083.00","       1082.30","       1081.77","    1751666","          1894905378.60","      52223","    1184956","         67.65"
"KOTAKBANK","EQ","09-Mar-2018","       1082.30","       1085.00","       1091.90","       1076.65","       1080.70","       1082.45","       1082.23","    1644991","          1780263685.75","      62280","    1248884","         75.92"
"KOTAKBANK","EQ","12-Mar-2018","       1082.45","       1087.50","       1105.00","       1083.50","       1097.55","       1100.60","       1097.67","    1255474","          1378101032.30","      37009","     854262","         68.04"
"KOTAKBANK","EQ","13-Mar-2018","       1100.60","       1099.95","       1108.50","       1078.95","       1082.80","       1083.90","       1094.29","    1380164","          1510305929.40","      58509","     755750","         54.76"
"KOTAKBANK","EQ","14-Mar-2018","       1083.90","       1080.00","       1085.05","       1070.00","       1085.00","       1081.75","       1077.85","    1209100","          1303224366.75","      37890","     745342","         61.64"
"KOTAKBANK","EQ","15-Mar-2018","       1081.75","       1085.00","       1091.95","       1078.65","       1083.50","       1085.65","       1083.93","    1368171","          1482995489.75","      43126","     945156","         69.08"
"KOTAKBANK","EQ","16-Mar-2018","       1085.65","       1081.65","       1082.00","       1056.40","       1062.00","       1060.75","       1067.47","    2724910","          2908749432.55","      78553","    2180266","         80.01"
"KOTAKBANK","EQ","19-Mar-2018","       1060.75","       1064.70","       1065.60","       1045.25","       1048.30","       1049.00","       1052.23","    1880023","          1978209588.25","      35159","    1403002","         74.63"
"KOTAKBANK","EQ","20-Mar-2018","       1049.00","       1047.90","       1051.45","       1038.60","       1049.60","       1045.30","       1043.95","     987156","          1030543785.25","      27489","     576314","         58.38"
"KOTAKBANK","EQ","21-Mar-2018","       1045.30","       1054.80","       1061.95","       1045.55","       1052.60","       1051.10","       1051.43","    1741161","          1830717384.45","      32853","    1290093","         74.09"
"KOTAKBANK","EQ","22-Mar-2018","       1051.10","       1051.10","       1059.50","       1048.10","       1049.00","       1053.05","       1054.28","    1765315","          1861130888.20","      33352","    1262254","         71.50"
"KOTAKBANK","EQ","23-Mar-2018","       1053.05","       1040.90","       1046.80","       1028.40","       1039.05","       1038.80","       1037.69","    1961492","          2035423860.10","      39466","    1395038","         71.12"
"KOTAKBANK","EQ","26-Mar-2018","       1038.80","       1040.00","       1040.90","       1028.85","       1040.00","       1039.35","       1036.11","    7817249","          8099539429.85","      55047","    7271966","         93.02"
"KOTAKBANK","EQ","27-Mar-2018","       1039.35","       1043.00","       1058.00","       1043.00","       1049.30","       1049.85","       1051.41","    2148618","          2259088450.30","      31188","    1680047","         78.19"
"KOTAKBANK","EQ","28-Mar-2018","       1049.85","       1044.05","       1057.00","       1040.60","       1052.35","       1047.80","       1050.48","    5927388","          6226582594.90","      66343","    5356167","         90.36"
